Company Brand,Founded,HeadQuarter,Sector,What it does,Founders,Investor,Amount,Stage,Year
Trell,2016,Bangalore,Commerce,Allows users to share their travel experiences,"Pulkit Agrawal, Prashant Sachan, Arun Lodhi, Bimal Kartheek Rebba, Nirav Sheth","Sequoia’s Surge, Fosun RZ",4000000.0,Pre-series A,2020
Spaciya Consultants,2016,Noida,Real Estate,Real estate consultancy firms,Ajit Panda,Alok Garg,500000.0,Pre-series A,2020
Chqbook,2017,Gurgaon,Finance,"Marketplace for small business owners, offering them products around lending, credit cards etc","Vipul Sharma, Rajat Kumar, Sachin Arora, Mohit Goel",Aavishkaar Capital,5000000.0,Series A,2020
SMEcorner,2014,Mumbai,Finance,Financial lending firm to SMEs,"Bhatia, Sneha Shah",Paragon Partners,30000000.0,Series B,2020
Spinny,2015,Haryana,Commerce,Used car retailing platform,"Niraj Singh, Mohit Gupta, Ramanshu Mahuar","Nandan Nilekani, Sanjeev Aggarwal",43700000.0,Series B,2020
Umeed Housing,2016,Haryana,Finance,Housing finance company,Ashutosh Sharma,Morgan Stanley Private Equity Asia,23000000.0,Series D,2020
Vogo,2016,Bangalore,Transport,A scooter-sharing platform allowing users to rent a two-wheeler from specific designated pick up points,"Anand Ayyadurai, Padmanabhan Balakrishnan, Sanchit Mittal",Lightstone Aspada,20000000.0,Series C,2020
Flick Stree,2016,Mumbai,Media & Entertainment,Artificial intelligence-based video publishing network,Saurabh Singh,Samsung Venture Investment,3000000.0,Series A,2020
Josh Talks,2015,Haryana,Media & Entertainment,Community of young individuals providing a platform to showcase their stories,"Supriya Paul, Shobhit Banga",Media Development Investment Fund,1500000.0,Pre-series A,2020
AjnaLens,2014,Thane,Technology,"It leverages technologies such as AR, VR & AI to offer hardware in areas such as education and defence","Pankaj Raut, Abhishek Tomar, Abhijit Patil","Maharashtra Defence, Aerospace Venture Fund (MDAVF)",1500000.0,Pre-series A,2020
Pepper,2017,Mumbai,Commerce,End to end content creation platform,Anirudh Singla and Rishabh Shekhar,"Kunal Bahl, Rohit Bansal",306900.0,Pre-series A,2020
iMerit,2012,Kolkata,Technology,Turns information into data that is usable for machine learning processes,Radha Basu,CDC Group Plc,20000000.0,Series B,2020
BharatPe,2018,New Delhi,Finance,Digital payments platform,Ashneer Grover,Ribbit Capital,75000000.0,Series C,2020
Near Store,2016,Mumbai,Commerce,Enables a shop to create an online presence,Unknown,Sauce.vc,300000.0,Pre-series A,2020
Prayaan Capital,2016,Chennai,Finance,"NBFC that lends to micro, small, and medium-sized enterprises (MSMEs)","Madhan Mohan , Akash Chelvam",Accion Venture Lab,1200000.0,Pre-series A,2020
Sanfe,2016,New Delhi,Health,Women health care and wellness product,"Archit Agarwal, Harry Sehrawat","SucSEED Venture Partners, BIRAC, Elixir Pharma, Titan Capital",1100000.0,Pre-series A,2020
Go Desi,2018,New Delhi,Food & Beverages,Provides traditional delicacies,Vinay Kothari,Rukam Capital,627300.0,Pre-series A,2020
Swiggy,2014,Bangalore,Food & Beverages,Platform to order food online from restaurants and getting it delievered,"Nandan Reddy, Sriharsha Majety, Rahul Jaimini",Prosus N.V,113000000.0,Series A,2020
Whatfix,2014,Bangalore,Technology,"Digital adoption platform that helps companies provide intuitive onboarding, training and support","Khadim Batti, Vara Kumar",Sequoia Capital India,32000000.0,Series C,2020
Unacademy,2010,Bangalore,Education,Platform that offers online education in India,"Gaurav Munjal, Roman Saini, Hemesh Singh","Facebook, General Atlantic, Sequoia India, Nexus Venture Partners, Steadview Capital, Blume Ventures",110000000.0,Series E,2020
Yolo,2019,Gurgaon,Transport,Intercity transportation,"Shailesh Gupta, Mukul Shah, Danish Chopra",Undisclosed,600000.0,Pre-series A,2020
MaxWholesale,2016,New Delhi,Commerce,B2B ecommerce platform for kirana stores,Samarth Agrawal,"IAN Fund-I,  Al Falaj Investment Company (AFI)",3000000.0,Series A,2020
Simsim,2016,Bangalore,Commerce,It enables community opinion influencers to sell products to thousands of micro-communities in India,Amit Bagaria,"Accel Partners, Shunwei Capital, Good Capital",8000000.0,Series B,2020
Shuttl,2015,New Delhi,Transport,App based bus aggregator serice,"Amit Singh, Deepanshu Malviya",SIG Global India Fund,7975700.0,Series C,2020
Vedantu,2016,Bangalore,Education,Onine learning platform,"Saurabh Saxena, Pulkit Jain, Anand Prakash, Vamsi Krishna",GGV Capital,24000000.0,Series C,2020
Clover,2016,Bangalore,Agriculture,Provides agricultural solution to farmers working in the greenhouse production of vegetables and fruits,"Avinash BR, Gururaj Rao, Arvind Murali, Santhosh Narasipura","Omnivore, Accel Partners, Mayfield",5500000.0,Series A,2020
CodingNinjas,2016,New Delhi,Education,Online learning platform,"Singla, Kannu Mittal, Dhawal Parate",Info Edge Ltd,5200000.0,Series A,2020
Furlenco,2011,Bangalore,Commerce,Furniture rental startup,Ajith Mohan Karimpana,Chowdry Associates,2200000.0,Series C,2020
MoEngage,2016,Bangalore,Commerce,Customer analytics and cross-channel engagement platform,"Raviteja Dodda, Yashwanth Kumar",Eight Roads Ventures,25000000.0,Series C,2020
Pepperfry,2013,Mumbai,Commerce,Online home furniture marketplace,"Ambareesh Murty, Ashish Shah",Pidilite Industries,40000000.0,Series F,2020
FirstCry,2010,Pune,Commerce,Baby products marketplace,"Supam Maheshwari, Amitava Saha",Softbank’s Vision Fund,296000000.0,Series E,2020
Waycool,2015,Chennai,Agriculture,Food development and distribution services,Karthick Jayraman and Sanjay Dasari,LightBox Ventures,32000000.0,Series C,2020
Leap India,2016,Coimbatore,Agriculture,Agricultural warehousing and logistics company,Narain Karthikeyan.,Neev Fund,30000000.0,Series B,2020
Dot Pvt. Ltd,2016,Gurgaon,Finance,It provides digital transformation and commerce solutions to brick and mortar outlets,Shailaz Nag,"PayU, Fosun RZ Capital",8000000.0,Pre-series A,2020
Kuku FM,2016,Mumbai,Media & Entertainment,A podcast platform,"Lal Chand Bisu, Vikas Goyal, Vinod Kumar Meena",Vertex Ventures,5500000.0,Series A,2020
SuperMoney,2018,Mumbai,Finance,Provides financial tools for effective business making,Nikhil Banerjee,Unitus Ventures.,1000000.0,Pre-series A,2020
Entri,2017,Kochi,Education,It is a app that provides different types of learning content in local languages,"Mohammed Hisamuddin, Rahul Ramesh",Good Capital,1400000.0,Pre-series A,2020
Doubtnut,2017,Gurgaon,Education,Multi-lingual digital solutions platform for students,"Tanushri Nagori, Aditya Shankar",Tencent,15000000.0,Series A,2020
Kisan Network,2015,Gurgaon,Agriculture,Integrated supply chain for farmers to sell their produce directly to buyers,"Aditya Agarwalla, Sanjay Agarwalla",Atsushi Taira,3000000.0,Pre-series A,2020
Vogo,2016,Bangalore,Transport,A scooter-sharing platform allowing users to rent a two-wheeler from specific designated pick up points,"Anand Ayyadurai, Padmanabhan Balakrishnan, Sanchit Mittal",Lightstone Aspada,35000000.0,Series C,2020
Yolo,2019,Gurgaon,Transport,Intercity transportation startup,"Shailesh Gupta, Mukul Shah, Danish Chopra",Undisclosed,600000.0,Pre-series A,2020
WizKlub,2018,Bangalore,Education,Helps students solve problems at complex level,Amit Bansal,Incubate Fund India,982530.0,Pre-series A,2020
Interviewbit,2014,Pune,Education,Platform that provides coding and interview preparation course by industry professionals from tech companies,Abhimanyu Saxena,"Tiger Global Management, Sequoia Capital India, Singapore’s Economic Development Board (EBD)",200000000.0,Series A,2020
INdwealth,2016,Gurgaon,Finance,An Artificial Intelligence and Machine learning based wealth management platform,Ashish Kashyap,"Tiger Global, Steadview Capital, DF International Private Partners",12000000.0,Series C,2020
Bizongo,2015,Mumbai,Commerce,A B2B marketplace for packaging materials,"Sachin Agarwal, Aniket Deb, Ankit Tomar",Schroder Adveq,30000000.0,Series C,2020
AppsFlyer,2011,Bangalore,Technology,Mobile marketing analytics and attribution platform,"Oren Kaniel, Reshef Mann",General Atlantic,210000000.0,Series D,2020
Livspace,2014,Bangalore,LifeStyle,It offers end-to-end home design experience for homeowners and home designers,"Anuj Srivastava, Ramakant Sharma, Shagufta Anurag","Tahoe Investment Group, Mercer Investment",60000000.0,Series D,2020
Samosa Singh,2016,Bangalore,Food & Beverages,Offers hygienic Indian Snacks,"Shikhar Veer Singh, Nidhi Singh",She Capital,2700000.0,Series A,2020
Crysta,2018,New Delhi,Health,Offers diagnostic and screening services with regular counselling and clinical data management,Unknown,"Green Shots Capital, Alfa Ventures, Real Time Venture, Petrotech, Steel City Securities, Lalit Wadhwa, Dr Kriti Maroli",1403400.0,Pre-series A,2020
Eupheus Learning,2017,New Delhi,Education,"Provides technology-led, subscription-based learning solutions to schools","Sarvesh Shrivastava, Ved Prakash Khatri, Amit Kapoor",Yuj Ventures,4300000.0,Series A,2020
Bounce,2014,Bangalore,Transport,Offers a variety of bikes and scooters that can be rented on a subscription basis,"Vivekananda Hallekere, Anil Giri Raju,Arun Agni","Accel Partners, B Capital",105000000.0,Series D,2020
Goodmylk,2017,Bangalore,Agriculture,Provides Vegan dairy products,Abhay Rangan,"Ginni International, Elisa Khong, Sandeep Singh, VegInvest",400000.0,Pre-series A,2020
Zoomcar,2013,Bangalore,Transport,A car rental service platform,"Greg Moran, David Back",Sony Innovation Fund,30000000.0,Series D,2020
Mera Cashier,2019,Noida,Finance,App meant for small and micro businessmen to manage their transactions digitally,"Suneel Kumar, Sucharita Reddy, Gaurav Tomar, Akhilesh Nigam,","Amit Singal, Manish Aggarwal",250000.0,Pre-series A,2020
Monech,2016,Mumbai,Finance,Automated platform which will help users to take their financial decisions,Unknown,Angel investors,12700.0,Pre-series A,2020
Extra Edge,2016,Pune,Education,Admission Marketing Automation software for the education industry,Kavita Dhillon,"Sprout Venture Partners, Indian Angel Network",700000.0,Pre-series A,2020
Karfa,2016,New Delhi,Commerce,It sells products crafted by artisans,Kartikeya Goel,Undisclosed,25000.0,Pre-series A,2020
Bounce,2014,Bangalore,Transport,Offers a variety of bikes and scooters that can be rented on a subscription basis,"Vivekananda Hallekere, Anil Giri Raju,Arun Agni","Accel Partners, B Capital",97500000.0,Series D,2020
Zinier,2015,Bangalore,Manufacturing,Provides intelligent field service automation,Arka Dhar,ICONIQ Capital,90000000.0,Series C,2020
ProEves,2016,New Delhi,Health,"Provides tech-enabled, end-to-end childcare support solutions for corporate and retail consumers","Divya Agarwal, Ketika Kapoor",1Crowd,507000.0,Pre-series A,2020
Ninjacart,2015,Bangalore,Commerce,Online grocery delivery platform,"Thirukumaran Nagarajan, Sharath Loganathan, Sachin Jose, Kartheeswaran KK, Vasudevan Chinnathambi","Flipkart India, Singapore-based GEC3",10000000.0,Series C,2020
Wysh,2019,Hyderabad,Commerce,Celebrity engagement and wishing platform,"Mahesh Gogineni, Varun MS, Manan Maheshwari",Kalaari Capital,2000000.0,Series A,2020
Keito,2016,Pune,Technology,Enterprise productivity startup,Amal PS,Suma Soft Pvt Ltd,160000.0,Pre-series A,2020
Axio Biosolutions,2016,Bangalore,Education,Medical device manufacturer,Leo Mavely,Omidyar Network India,5200000.0,Series B,2020
HighRadius,2016,Hyderabad,Technology,"An AI-based platform, to automate accounts receivables and treasury processes.",Sashi Narahari,ICONIQ Capital,125000000.0,Series B,2020
Rivigo,2014,Gurgaon,Transport,"It offers delivery services across India to retail, e-commerce, pharmaceutical, automobile and FMCG companies","Deepak Garg, Gazal Kalra",Trifecta Capital,3400000.0,Series F,2020
Super Surfaces,2016,Hyderabad,LifeStyle,A design solution based company,Kumar Varma,Vishnu Reddy,500000.0,Series A,2020
GoMechanic,2016,New Delhi,Technology,Find automobile repair and maintenance service providers,"Amit Bhasin, Kushal Karwa, Nitin Rana, Rishabh Karwa","Chiratae Ventures, Sequoia Capital, Orios Venture Partners",14700000.0,Series B,2020
Fashor,2017,Chennai,Beauty & Fashion,Women’s fashion and apparel,"Vikram Kankaria, Priyanka Kankaria",Sprout venture partners,1000000.0,Pre-series A,2020
Shuttl,2015,New Delhi,Transport,App based bus aggregator serice,"Amit Singh, Deepanshu Malviya",SIG Global India Fund LLP.,8043000.0,Series C,2020
Pando,2017,Chennai,Technology,Networked logistics management software,"Jayakrishnan, Abhijeet Manohar",Chiratae Ventures,9000000.0,Series A,2020
Unbox Robotics,2019,Bangalore,aistartup,"Unbox Robotics builds on-demand AI-driven warehouse robotics solutions, which can be deployed using limited foot-print, time, and capital.","Pramod Ghadge, Shahid Memon","BEENEXT, Entrepreneur First",3174000.0,Pre-series A,2021
Lead School,2012,Mumbai,Education,LEAD School offers technology based school transformation system that assures excellent learning for every child.,"Smita Deorah, Sumeet Mehta","GSV Ventures, Westbridge Capital",3174000.0,Series D,2021
Bizongo,2015,Mumbai,Commerce,Bizongo is a business-to-business online marketplace for packaging products.,"Aniket Deb, Ankit Tomar, Sachin Agrawal","CDC Group, IDG Capital",3174000.0,Series C,2021
FypMoney,2021,Gurgaon,Finance,"FypMoney is Digital NEO Bank for Teenagers, empowering them with financial literacy and ease of secured financial transactions.",Kapil Banwari,"Liberatha Kallat, Mukesh Yadav, Dinesh Nagpal",3174000.0,Pre-series A,2021
Qube Health,2016,Mumbai,Health,India's Most Respected Workplace Healthcare Management Company,Gagan Kapur,Inflection Point Ventures,3174000.0,Pre-series A,2021
Fitterfly,2016,Mumbai,Health,"Fitterfly offers customized and personalized wellness programs for diabetes PCOS, pregnancy, weight loss, pediatric and nutrition.",Dr Arbinder Singal,"9Unicorns Accelerator Fund, Metaform Ventures",2000000.0,Pre-series A,2021
MyDentalPlan,2014,Bangalore,Health,My Dental Plan provides dental care packages and services.,"Dr Mohender Narula, Dr AnandKrishna, Dr Girish Rao",Safe Planet Medicare,3174000.0,Pre-series A,2021
ORAI,2020,Bangalore,itstartup,AI-Powered Robotic Virtual Assistant (RVA) for Amplifying Performance of Poor quality leads and bring more MQL and SQL,"Swapnil Jain, Sujit Das Biswas",Inflection Point Ventures,7500000.0,Pre-series A,2021
ixamBee,2016,New Delhi,Education,ixamBee is to provide best online learning experience for preparation of competitive exams.,Chandraprakash Joshi,"Mumbai Angels, Narendra Shyamsukha",3174000.0,Pre-series A,2021
CoinSwitch Kuber,2017,Bangalore,Finance,CoinSwitch Kuber is an India-based cryptocurrency exchange platform.,"Ashish Singhal, Govind Soni, Vimal Sagar Tiwari","Paradigm, Kunal Shah",3174000.0,Series B,2021
Razorpay,2014,Bangalore,Finance,"Razorpay is a platform that enables businesses to accept, process, and disburse payments.","Harshil Mathur, Shashank Kumar","Matrix Partners India, GIC",3174000.0,Series E,2021
Uable,2020,Bangalore,Education,Uable offers role based programmes to empower children to explore different domains.,Saurabh Saxena,"Chiratae Ventures, JAFCO Asia",3174000.0,Pre-series A,2021
ZFW Hospitality,2015,New Delhi,Food & Beverages,Creating a sustainable and scalable cloud kitchen network.,Madhav Kasturia,"Mumbai Angels Network, Expert DOJO",3174000.0,Pre-series A,2021
Optimized Electrotech,2017,Ahmedabad,Transport,"Long distance, multispectral Surveillance Equipment for Defense, Aerospace, Critical Asset Protection","Anil Yekkala, Dharin Shah, Kuldeep Saxena, Purvi Shah, Sandeep Shah",GVFL,3174000.0,Pre-series A,2021
Chara,2019,Bangalore,Technology,"A scalable, cloud-controlled, and rare earth mineral free Hardware and Software platform for the Switched Reluctance Motor and other magnet free motor technologies.","Bhaktha Keshavachar, Ravi Prasad Sharma, Mahalingam Koushik",Kalaari Capital,10000000.0,Pre-series A,2021
Sirona Hygiene,2015,New Delhi,Health,Solving unaddressed Intimate & Menstrual Hygiene issues with our award-winning innovative & modern products.,"Deep Bajaj, Mohit Bajaj","NB Ventures, IAN Fund",3174000.0,Series A,2021
Pristyn Care,2018,Gurgaon,Health,Pristyn Care is Health Care Startup that is disrupting Elective Surgery Procedures,Harsimarbir (Harsh) Singh,"Sequoia Capital India, Hummingbird Ventures",3174000.0,Series D,2021
TrulyMadly,2013,New Delhi,Media & Entertainment,Trulymadly is a dating platform that uses a match making algorithm.,"Hitesh Dhingra, Rahul Kumar, Sachin Bhatia","Gaurav Munjal, Snehil Khanor",3174000.0,Pre-series A,2021
Jambox Games,2021,Bangalore,Manufacturing,"A competitive game publishing platform to help developers in India and Southeast Asia to publish their games, and compete with the global incumbents.",Ravi Vyas,Unknown,21000000.0,Pre-series A,2021
SuperK,2019,Andhra Pradesh,Commerce,SuperK is a full-stack solution to empower small format retail stores in India.,Neeraj Menta,STRIVE VC,3174000.0,Pre-series A,2021
